,uid,datetime,zone_id,ble_users,scores,infected,potentially_infected
4103,35c,2019-01-09 02:14:55.112366,Gare,33e,19.632124488676858,False,True
4104,35c,2019-01-11 07:02:30.119243,Carrefour,80c,19.632124488676858,False,True
4105,35c,2019-01-12 23:16:26.732364,ENIM,"91c,25e",19.632124488676858,False,True
4106,36c,2019-01-01 09:00:35.487316,Carrefour,47c,0.0,False,False
4107,36c,2019-01-02 09:05:57.439602,Gare,76c,0.0,False,False
4108,36c,2019-01-02 17:40:43.431426,EMI,55e,0.0,False,False
4109,36c,2019-01-02 19:00:19.701155,Maisons 1,146d,0.0,False,False
4110,36c,2019-01-03 14:16:31.034009,ENIM,9e,0.0,False,False
4111,36c,2019-01-05 23:51:14.729567,Gare,89e,0.0,False,False
4112,36c,2019-01-06 12:58:00.672530,ENIM,5e,0.0,False,False
4113,36c,2019-01-08 12:00:06.783863,Gare,136f,0.0,False,False
4114,36c,2019-01-08 23:08:37.721809,Carrefour,50e,0.0,False,False
4115,36c,2019-01-09 05:19:32.464122,EMI,37c,0.0,False,False
4116,36c,2019-01-09 10:35:42.031920,Gare,109c,0.0,False,False
4117,36c,2019-01-11 10:31:48.707581,Gare,80c,0.0,False,False
4118,36c,2019-01-11 20:01:19.675965,EMI,10c,0.0,False,False
4119,36c,2019-01-13 11:13:52.728236,ENIM,30c,0.0,False,False
4120,36c,2019-01-14 06:06:59.137563,Gare,41e,0.0,False,False
4121,36c,2019-01-14 12:56:03.138788,Gare,111c,0.0,False,False
4122,37c,2019-01-01 09:10:47.603960,ENIM,33c,0.0,False,False
4123,37c,2019-01-02 16:57:11.275534,Carrefour,56c,0.0,False,False
4124,37c,2019-01-04 12:07:40.057299,EMI,63c,0.0,False,False
4125,37c,2019-01-06 21:31:46.091626,EMI,21c,0.0,False,False
4126,37c,2019-01-08 10:20:05.925126,ENIM,88c,0.0,False,False
4127,37c,2019-01-08 11:10:11.045837,Gare,42c,0.0,False,False
4128,37c,2019-01-09 05:19:25.404980,EMI,36c,0.0,False,False
4129,37c,2019-01-12 22:36:41.707462,Carrefour,6e,0.0,False,False
4130,37c,2019-01-12 23:43:19.947831,EMI,52c,0.0,False,False
4131,37c,2019-01-13 20:28:24.748572,Carrefour,75c,0.0,False,False
4132,37c,2019-01-15 04:34:05.307170,Carrefour,20c,0.0,False,False
4133,38c,2019-01-01 09:12:07.415600,ENIM,"67c,81c,96c",0.0,False,False
4134,38c,2019-01-01 10:56:58.425680,Gare,"31c,99c",0.0,False,False
4135,38c,2019-01-02 17:27:33.652002,Carrefour,26e,0.0,False,False
4136,38c,2019-01-04 04:48:19.985592,Gare,117c,0.0,False,False
4137,38c,2019-01-05 08:00:02.644211,Gare,"42d,69f",0.0,False,False
4138,38c,2019-01-05 12:05:03.912678,Gare,52c,0.0,False,False
4139,38c,2019-01-06 01:31:55.780303,EMI,81e,0.0,False,False
4140,38c,2019-01-06 23:02:55.207955,ENIM,60c,0.0,False,False
4141,38c,2019-01-07 00:20:16.715970,Gare,94c,6.334144773357979,False,True
4142,38c,2019-01-07 06:46:25.567007,Arribat Center,97c,6.334144773357979,False,True
4143,38c,2019-01-09 12:00:15.495722,ENIM,"25d,38d,127d,142d,144d",6.334144773357979,False,True
4144,38c,2019-01-10 14:30:38.681534,EMI,23c,6.334144773357979,False,True
4145,38c,2019-01-11 17:41:42.293016,ENIM,"11c,118c",6.334144773357979,False,True
4146,38c,2019-01-12 17:57:28.140121,Gare,97e,6.334144773357979,False,True
4147,39c,2019-01-01 13:00:12.003075,EMI,66d,0.0,False,False
4148,39c,2019-01-05 13:15:28.537005,ENIM,26c,0.0,False,False
4149,39c,2019-01-06 04:49:28.488123,ENIM,46c,0.0,False,False
4150,39c,2019-01-07 02:16:28.708993,Carrefour,19c,0.0,False,False
4151,39c,2019-01-10 20:05:01.083000,Maisons 1,118c,0.0,False,False
4152,39c,2019-01-10 22:18:49.827066,ENIM,92e,0.0,False,False
4153,39c,2019-01-14 09:45:00.403705,ENIM,72c,0.0,False,False
4154,40c,2019-01-02 22:37:19.853306,Gare,69e,0.0,False,False
4155,40c,2019-01-03 09:00:46.812311,Gare,"72d,102d,82c,10f",0.0,False,False
4156,40c,2019-01-04 06:15:22.121144,ENIM,109c,0.0,False,False
4157,40c,2019-01-05 08:27:50.670635,Carrefour,45c,0.0,False,False
4158,40c,2019-01-07 06:12:40.069644,EMI,68c,0.0,False,False
4159,40c,2019-01-07 07:54:24.233500,Gare,"6c,21c",0.0,False,False
4160,40c,2019-01-10 16:46:48.501874,EMI,111c,0.0,False,False
4161,40c,2019-01-11 05:52:25.619866,Gare,7c,0.0,False,False
4162,40c,2019-01-12 05:15:35.760558,Gare,"14c,18e",0.0,False,False
4163,41c,2019-01-01 20:04:58.189250,EMI,79e,0.0,False,False
4164,41c,2019-01-02 00:00:15.257740,Gare,"64d,134d,76f",0.0,False,False
4165,41c,2019-01-03 09:00:47.849202,Carrefour,"3d,35d,49f",0.0,False,False
4166,41c,2019-01-04 01:01:49.261945,ENIM,"42c,46c",0.0,False,False
4167,41c,2019-01-05 03:38:26.160973,ENIM,55c,0.0,False,False
4168,41c,2019-01-05 15:09:29.056319,ENIM,50c,0.0,False,False
4169,41c,2019-01-07 08:14:51.965180,EMI,32c,0.0,False,False
4170,41c,2019-01-08 11:11:20.549149,ENIM,114c,0.0,False,False
4171,41c,2019-01-10 12:00:24.262507,ENIM,"68d,77d,89d",0.0,False,False
4172,41c,2019-01-10 14:28:39.019191,EMI,116c,0.0,False,False
4173,41c,2019-01-10 16:33:40.668443,Gare,68c,0.0,False,False
4174,41c,2019-01-12 05:45:24.468695,EMI,81c,0.0,False,False
4175,41c,2019-01-12 12:04:19.517764,Gare,30c,0.0,False,False
4176,42c,2019-01-02 03:59:29.962374,EMI,54c,0.0,False,False
4177,42c,2019-01-02 23:27:40.829930,ENIM,"78c,83e",0.0,False,False
4178,42c,2019-01-03 23:01:23.151218,ENIM,29c,0.0,False,False
4179,42c,2019-01-04 01:01:52.043828,ENIM,"41c,46c",0.0,False,False
4180,42c,2019-01-04 12:11:46.765827,EMI,82c,0.0,False,False
4181,42c,2019-01-05 07:17:03.898170,EMI,85c,0.0,False,False
4182,42c,2019-01-06 03:55:11.289180,Gare,"13c,13e",0.0,False,False
4183,42c,2019-01-08 08:08:57.763735,ENIM,13c,0.0,False,False
4184,42c,2019-01-08 09:03:32.946199,Gare,57c,0.0,False,False
4185,42c,2019-01-08 11:10:18.820329,Gare,37c,0.0,False,False
4186,42c,2019-01-10 21:54:44.284194,ENIM,74c,0.0,False,False
4187,42c,2019-01-11 03:21:47.056395,Gare,88c,0.0,False,False
4188,42c,2019-01-12 10:53:49.427864,ENIM,83c,0.0,False,False
4189,42c,2019-01-13 04:56:45.458266,Maisons 1,98c,0.0,False,False
4190,43c,2019-01-01 22:25:51.779819,Gare,52e,0.0,False,False
4191,43c,2019-01-03 05:11:16.206201,Gare,"58c,113e",0.0,False,False
4192,43c,2019-01-03 11:56:39.386266,Gare,104c,0.0,False,False
4193,43c,2019-01-03 14:33:28.447356,Gare,80c,0.0,False,False
4194,43c,2019-01-04 23:39:24.150786,ENIM,107e,0.0,False,False
4195,43c,2019-01-06 01:40:16.440134,ENIM,12c,0.0,False,False
4196,43c,2019-01-06 16:24:01.482518,Gare,"11c,18c",0.0,False,False
4197,43c,2019-01-06 23:05:32.900939,Gare,111c,0.0,False,False
4198,43c,2019-01-08 11:54:40.584399,Gare,65e,0.0,False,False
4199,43c,2019-01-09 02:05:56.824097,ENIM,120c,0.0,False,False
4200,43c,2019-01-09 22:25:48.830078,Gare,67c,0.0,False,False
4201,43c,2019-01-11 05:07:07.750498,Gare,96c,0.0,False,False
4202,43c,2019-01-12 03:01:10.534058,EMI,92c,0.0,False,False
4203,43c,2019-01-13 10:58:53.716300,Gare,7e,0.0,False,False
4204,43c,2019-01-14 15:54:06.287654,EMI,14c,0.0,False,False
4205,43c,2019-01-14 18:30:37.122170,Gare,14c,0.0,False,False
4206,44c,2019-01-01 14:48:41.780215,Gare,16c,0.0,False,False
4207,44c,2019-01-02 19:45:16.586685,Gare,86c,0.0,False,False
4208,44c,2019-01-04 02:26:54.204344,EMI,81e,0.0,False,False
4209,44c,2019-01-04 04:34:28.134727,Gare,29c,0.0,False,False
4210,44c,2019-01-05 06:27:26.663244,EMI,107c,0.0,False,False
4211,44c,2019-01-05 09:59:24.080711,EMI,79e,0.0,False,False
4212,44c,2019-01-06 06:38:18.083086,ENIM,54e,0.0,False,False
4213,44c,2019-01-06 17:59:40.518871,EMI,107e,0.0,False,False
4214,44c,2019-01-06 21:27:06.885998,EMI,97e,0.0,False,False
4215,44c,2019-01-08 19:39:08.579315,Gare,"64c,15e",0.0,False,False
4216,44c,2019-01-10 00:12:43.741152,Gare,20c,0.0,False,False
4217,44c,2019-01-10 05:14:59.888346,Gare,14c,0.0,False,False
4218,44c,2019-01-10 15:44:51.462484,Maisons 1,35e,0.0,False,False
4219,44c,2019-01-10 20:12:44.926124,Gare,"107c,63e",0.0,False,False
4220,44c,2019-01-12 22:14:48.205862,Gare,3c,0.0,False,False
4221,45c,2019-01-02 19:14:31.929557,ENIM,80c,0.0,False,False
4222,45c,2019-01-02 22:29:31.179586,ENIM,30c,0.0,False,False
4223,45c,2019-01-05 02:00:24.474046,Carrefour,"13d,35d",0.0,False,False
4224,45c,2019-01-05 08:27:47.750911,Carrefour,40c,0.0,False,False
4225,45c,2019-01-05 09:28:52.159552,EMI,7c,0.0,False,False
4226,45c,2019-01-05 18:15:03.993273,Carrefour,99c,0.0,False,False
4227,45c,2019-01-06 07:20:05.590663,EMI,86c,0.0,False,False
4228,45c,2019-01-06 10:19:05.920416,ENIM,117c,0.0,False,False
4229,45c,2019-01-07 05:24:43.879342,ENIM,50e,0.0,False,False
4230,45c,2019-01-08 02:40:46.274452,ENIM,33e,0.0,False,False
4231,45c,2019-01-08 05:17:57.620742,Gare,49c,0.0,False,False
4232,45c,2019-01-08 22:00:24.257075,Maisons 2,"71d,99d",0.0,False,False
4233,45c,2019-01-09 06:48:43.836844,EMI,96c,0.0,False,False
4234,45c,2019-01-11 10:02:47.149529,ENIM,72c,0.0,False,False
4235,45c,2019-01-11 16:57:01.322573,EMI,61c,0.0,False,False
4236,45c,2019-01-12 21:35:01.002405,ENIM,72c,0.0,False,False
4237,45c,2019-01-13 05:20:13.308011,Gare,"28c,88c",0.0,False,False
4238,45c,2019-01-13 22:47:42.513591,ENIM,28c,0.0,False,False
4239,45c,2019-01-14 01:19:14.405424,ENIM,91e,0.0,False,False
4240,45c,2019-01-15 02:25:04.071518,Gare,71c,0.0,False,False
4241,46c,2019-01-03 23:36:22.366034,ENIM,19c,0.0,False,False
4242,46c,2019-01-04 01:01:02.205016,ENIM,"41c,42c",0.0,False,False
4243,46c,2019-01-04 08:55:22.069973,ENIM,15e,0.0,False,False
4244,46c,2019-01-06 04:49:45.036593,ENIM,39c,0.0,False,False
4245,46c,2019-01-07 17:16:24.605242,EMI,6c,0.0,False,False
4246,46c,2019-01-07 23:29:19.393570,ENIM,86c,0.0,False,False
4247,46c,2019-01-08 02:02:30.282280,ENIM,69c,0.0,False,False
4248,46c,2019-01-08 04:29:19.765449,Gare,10c,0.0,False,False
4249,46c,2019-01-09 12:10:47.315363,Gare,13e,0.0,False,False
4250,46c,2019-01-09 13:32:39.164391,Gare,113e,0.0,False,False
4251,46c,2019-01-10 11:00:17.865120,EMI,"10d,20d,54d,98d,76c",0.0,False,False
4252,46c,2019-01-11 22:32:02.268170,Gare,7c,0.0,False,False
4253,46c,2019-01-12 11:32:52.482886,ENIM,78c,0.0,False,False
4254,46c,2019-01-12 15:56:03.268167,Gare,54e,0.0,False,False
4255,46c,2019-01-14 01:08:14.176742,EMI,9c,0.0,False,False
4256,46c,2019-01-14 06:33:56.504408,ENIM,29e,0.0,False,False
4257,47c,2019-01-01 09:00:02.878962,Carrefour,36c,0.0,False,False
4258,47c,2019-01-01 16:49:49.263239,Gare,48c,0.0,False,False
4259,47c,2019-01-02 13:43:41.065133,EMI,1c,0.0,False,False
4260,47c,2019-01-02 18:43:13.049269,Gare,66e,0.0,False,False
4261,47c,2019-01-02 22:25:24.657453,Gare,78c,0.0,False,False
4262,47c,2019-01-03 07:48:12.154112,ENIM,102c,0.0,False,False
4263,47c,2019-01-03 19:00:54.808374,Gare,"28d,43d,82d,97d,10f,113f",0.0,False,False
4264,47c,2019-01-03 20:52:04.674861,ENIM,54c,0.0,False,False
4265,47c,2019-01-05 13:30:38.155111,Gare,36e,0.0,False,False
4266,47c,2019-01-06 14:55:55.674212,ENIM,23c,0.0,False,False
4267,47c,2019-01-06 22:47:04.795301,Gare,115c,0.0,False,False
4268,47c,2019-01-08 10:18:40.910091,ENIM,"26c,81e",0.0,False,False
4269,47c,2019-01-08 13:27:24.904086,Gare,107c,0.0,False,False
4270,47c,2019-01-08 22:21:42.118965,ENIM,114c,0.0,False,False
4271,47c,2019-01-09 12:25:51.414904,Gare,15e,0.0,False,False
4272,47c,2019-01-10 17:48:46.358283,Gare,11c,0.0,False,False
4273,47c,2019-01-11 07:04:05.573666,ENIM,41e,0.0,False,False
4274,47c,2019-01-12 16:56:31.260683,EMI,89c,0.0,False,False
4275,47c,2019-01-13 03:34:55.160463,ENIM,63e,0.0,False,False
4276,47c,2019-01-13 05:18:34.253278,ENIM,81c,0.0,False,False
4277,48c,2019-01-01 16:49:59.340771,Gare,47c,0.0,False,False
4278,48c,2019-01-03 11:45:53.402871,ENIM,102c,0.0,False,False
4279,48c,2019-01-05 20:09:57.188429,ENIM,81c,0.0,False,False
4280,48c,2019-01-06 08:44:05.912553,Gare,117c,0.0,False,False
4281,48c,2019-01-07 15:11:28.113078,ENIM,116c,0.0,False,False
4282,48c,2019-01-09 12:17:21.721038,Maisons 1,111e,0.0,False,False
4283,48c,2019-01-09 21:53:54.441496,ENIM,107c,0.0,False,False
4284,48c,2019-01-10 10:34:44.084902,Gare,80c,0.0,False,False
4285,48c,2019-01-10 14:49:35.529998,Gare,112c,0.0,False,False
4286,48c,2019-01-10 16:58:17.771041,Carrefour,19c,0.0,False,False
4287,48c,2019-01-11 10:58:21.051620,ENIM,64c,0.0,False,False
4288,48c,2019-01-12 16:17:30.016279,Gare,"50c,74c",0.0,False,False
4289,48c,2019-01-13 02:02:56.313937,EMI,89c,0.0,False,False
4290,48c,2019-01-14 04:49:38.795710,ENIM,60c,0.0,False,False
4291,48c,2019-01-14 18:22:48.956191,Gare,15e,0.0,False,False
4292,49c,2019-01-01 10:59:13.661643,ENIM,33c,0.0,False,False
4293,49c,2019-01-02 08:45:34.596713,ENIM,77c,0.0,False,False
4294,49c,2019-01-03 02:29:56.176650,ENIM,21c,0.0,False,False
4295,49c,2019-01-03 07:02:40.180373,EMI,101c,0.0,False,False
4296,49c,2019-01-04 03:14:05.889818,ENIM,98c,0.0,False,False
4297,49c,2019-01-05 08:00:17.579830,ENIM,"36d,77d,122d,127d,12f,26f,88f",0.0,False,False
4298,49c,2019-01-08 03:33:48.953327,EMI,26e,0.0,False,False
4299,49c,2019-01-08 05:17:58.597735,Gare,45c,0.0,False,False
4300,49c,2019-01-09 18:37:39.078353,ENIM,114c,0.0,False,False
4301,49c,2019-01-12 03:20:31.505495,Gare,"87c,120e",0.0,False,False
4302,49c,2019-01-12 15:50:39.201164,Gare,77e,0.0,False,False
4303,49c,2019-01-13 19:38:07.326615,EMI,41e,0.0,False,False
4304,49c,2019-01-14 00:00:43.610353,Maisons 1,"49d,15c",0.0,False,False
4305,49c,2019-01-14 20:19:56.788951,ENIM,"120c,108e",0.0,False,False
4306,50c,2019-01-05 15:09:25.457353,ENIM,41c,0.0,False,False
4307,50c,2019-01-05 16:47:35.529899,ENIM,14c,0.0,False,False
4308,50c,2019-01-06 00:19:54.723740,ENIM,62c,0.0,False,False
4309,50c,2019-01-06 12:02:34.111331,ENIM,11c,0.0,False,False
4310,50c,2019-01-06 13:59:12.329636,EMI,14c,0.0,False,False
4311,50c,2019-01-06 20:26:18.693870,EMI,114c,0.0,False,False
4312,50c,2019-01-07 03:27:58.177645,Gare,26c,0.0,False,False
4313,50c,2019-01-07 09:08:45.163148,Gare,101c,0.0,False,False
4314,50c,2019-01-09 08:48:09.428203,ENIM,50e,0.0,False,False
4315,50c,2019-01-09 10:48:30.960512,ENIM,2c,0.0,False,False
4316,50c,2019-01-10 10:42:09.418580,EMI,73c,0.0,False,False
4317,50c,2019-01-12 16:17:39.555867,Gare,"48c,74c",0.0,False,False
4318,50c,2019-01-14 03:54:44.680176,EMI,91e,0.0,False,False
4319,50c,2019-01-14 08:46:39.717506,ENIM,9c,0.0,False,False
4320,50c,2019-01-14 16:41:18.177304,Gare,109c,0.0,False,False
4321,50c,2019-01-14 18:06:18.134131,ENIM,9e,0.0,False,False
4322,50c,2019-01-14 23:29:27.411155,EMI,97e,0.0,False,False
4323,51c,2019-01-03 11:24:20.023550,ENIM,6c,0.0,False,False
4324,51c,2019-01-04 00:12:36.151398,ENIM,"110c,35e",0.0,False,False
4325,51c,2019-01-04 13:03:22.359889,EMI,64c,0.0,False,False
4326,51c,2019-01-06 07:57:50.675847,ENIM,67e,0.0,False,False
4327,51c,2019-01-06 12:54:53.655750,ENIM,85c,0.0,False,False
4328,51c,2019-01-08 10:00:28.645018,Gare,69d,0.0,False,False
4329,51c,2019-01-11 12:22:13.249136,Carrefour,97c,0.0,False,False
4330,51c,2019-01-12 01:52:38.687770,ENIM,96c,0.0,False,False
4331,51c,2019-01-12 16:00:48.892820,ENIM,"120d,93c",0.0,False,False
4332,51c,2019-01-13 04:29:50.899709,Gare,90e,0.0,False,False
4333,52c,2019-01-03 03:50:31.067880,Gare,"102c,116c",0.0,False,False
4334,52c,2019-01-03 08:42:55.845719,ENIM,76e,0.0,False,False
4335,52c,2019-01-04 03:49:07.854991,Gare,5c,0.0,False,False
4336,52c,2019-01-04 18:00:33.037780,Maisons 1,"19d,25d",0.0,False,False
4337,52c,2019-01-04 18:57:40.157924,ENIM,24c,0.0,False,False
4338,52c,2019-01-05 11:00:02.212798,Maisons 2,27d,0.0,False,False
4339,52c,2019-01-05 12:05:19.063804,Gare,38c,0.0,False,False
4340,52c,2019-01-05 19:29:38.079154,EMI,94c,12.338326145347505,False,True
4341,52c,2019-01-06 09:17:41.289456,EMI,104c,12.338326145347505,False,True
4342,52c,2019-01-08 01:44:47.604671,Gare,120e,12.338326145347505,False,True
4343,52c,2019-01-08 11:00:03.111653,Carrefour,"35d,116d,118d",12.338326145347505,False,True
4344,52c,2019-01-10 17:42:38.573031,EMI,113c,12.338326145347505,False,True
4345,52c,2019-01-11 19:46:25.553500,ENIM,70c,12.338326145347505,False,True
4346,52c,2019-01-12 20:06:19.837172,EMI,36e,12.338326145347505,False,True
4347,52c,2019-01-12 23:43:32.659524,EMI,37c,12.338326145347505,False,True
4348,52c,2019-01-14 01:45:06.979419,EMI,74c,12.338326145347505,False,True
4349,52c,2019-01-14 16:16:21.076159,EMI,1c,12.338326145347505,False,True
4350,52c,2019-01-14 18:10:35.939991,Carrefour,85c,12.338326145347505,False,True
4351,52c,2019-01-15 00:39:40.257266,ENIM,63e,12.338326145347505,False,True
4352,53c,2019-01-01 09:37:19.901604,Carrefour,57c,0.0,False,False
4353,53c,2019-01-02 19:19:02.130291,Arribat Center,24c,0.0,False,False
4354,53c,2019-01-03 02:00:53.184016,Maisons 2,"33d,90c",0.0,False,False
4355,53c,2019-01-04 18:28:59.113610,Carrefour,"23c,75c",0.0,False,False
4356,53c,2019-01-06 06:56:57.653981,Gare,65c,0.0,False,False
4357,53c,2019-01-10 03:03:54.136139,Gare,98c,0.0,False,False
4358,53c,2019-01-10 15:00:25.317774,Gare,62f,0.0,False,False
4359,53c,2019-01-12 11:09:28.151579,ENIM,27c,0.0,False,False
4360,53c,2019-01-13 21:47:38.000150,ENIM,54c,0.0,False,False
4361,54c,2019-01-02 03:59:45.257318,EMI,42c,0.0,False,False
4362,54c,2019-01-02 18:00:42.668534,ENIM,"16d,17d,98d,99d,57c,77f",0.0,False,False
4363,54c,2019-01-03 00:47:47.962525,ENIM,33e,0.0,False,False
4364,54c,2019-01-03 18:27:39.519021,Gare,13c,0.0,False,False
4365,54c,2019-01-03 20:52:28.325451,ENIM,47c,0.0,False,False
4366,54c,2019-01-04 10:26:47.679062,Maisons 1,41e,0.0,False,False
4367,54c,2019-01-05 18:33:34.404918,ENIM,16c,0.0,False,False
4368,54c,2019-01-05 23:47:21.071241,Gare,105c,0.0,False,False
4369,54c,2019-01-07 11:18:59.026958,ENIM,75c,0.0,False,False
4370,54c,2019-01-07 17:48:59.787995,ENIM,102c,0.0,False,False
4371,54c,2019-01-08 13:57:10.071529,EMI,115c,0.0,False,False
4372,54c,2019-01-08 23:14:55.144464,Gare,101c,0.0,False,False
4373,54c,2019-01-09 05:58:09.900042,Maisons 1,6c,0.0,False,False
4374,54c,2019-01-09 14:09:58.507466,EMI,84e,0.0,False,False
4375,54c,2019-01-09 18:00:08.590320,Gare,"22d,51d,54d,71d",0.0,False,False
4376,54c,2019-01-13 21:47:30.597714,ENIM,53c,0.0,False,False
4377,55c,2019-01-02 07:45:08.062466,ENIM,120c,0.0,False,False
4378,55c,2019-01-05 03:38:36.755468,ENIM,41c,0.0,False,False
4379,55c,2019-01-06 01:17:59.212224,ENIM,50e,0.0,False,False
4380,55c,2019-01-09 20:07:31.248137,Gare,60c,0.0,False,False
4381,55c,2019-01-10 23:46:17.228274,ENIM,"115c,119c",0.0,False,False
4382,55c,2019-01-13 18:08:43.808040,Maisons 1,18c,0.0,False,False
4383,56c,2019-01-01 14:43:42.934394,Gare,93c,0.0,False,False
4384,56c,2019-01-01 20:00:04.085880,ENIM,"25d,61d,68d,114d,147d,150d,27f,85f",0.0,False,False
4385,56c,2019-01-01 22:14:41.277444,ENIM,"77e,101e",0.0,False,False
4386,56c,2019-01-02 15:31:08.236459,ENIM,107c,0.0,False,False
4387,56c,2019-01-02 16:57:17.017778,Carrefour,37c,0.0,False,False
4388,56c,2019-01-02 23:26:49.503339,Gare,96c,0.0,False,False
4389,56c,2019-01-05 09:00:42.594604,Carrefour,"5d,11d,37d,116d,147d",0.0,False,False
4390,56c,2019-01-05 14:11:46.730511,ENIM,31c,0.0,False,False
4391,56c,2019-01-09 09:36:41.344106,Arribat Center,92e,0.0,False,False
4392,56c,2019-01-09 23:48:18.534253,Maisons 1,93c,0.0,False,False
4393,56c,2019-01-10 09:49:12.764996,Gare,95c,0.0,False,False
4394,56c,2019-01-11 23:42:36.906294,Gare,76c,0.0,False,False
4395,56c,2019-01-13 16:52:00.616463,Gare,36e,0.0,False,False
4396,56c,2019-01-14 15:29:56.929440,ENIM,29c,0.0,False,False
4397,57c,2019-01-01 09:37:44.753232,Carrefour,53c,0.0,False,False
4398,57c,2019-01-01 15:37:53.770382,Gare,79c,0.0,False,False
4399,57c,2019-01-01 21:41:27.508084,ENIM,71e,0.0,False,False
4400,57c,2019-01-02 18:00:07.621560,ENIM,"16d,17d,98d,99d,54c,77f",0.0,False,False
4401,57c,2019-01-02 21:48:32.539977,ENIM,74c,0.0,False,False
4402,57c,2019-01-04 19:59:13.092376,Maisons 2,61c,0.0,False,False
4403,57c,2019-01-08 09:03:29.034672,Gare,42c,0.0,False,False
4404,57c,2019-01-11 04:07:24.405393,ENIM,47e,0.0,False,False
4405,57c,2019-01-12 00:26:42.151615,Gare,86c,0.0,False,False
4406,58c,2019-01-03 05:11:17.868361,Gare,"43c,113e",0.0,False,False
4407,58c,2019-01-03 20:00:27.018893,ENIM,"91d,114d",0.0,False,False
4408,58c,2019-01-05 19:04:16.112645,Maisons 2,90c,0.0,False,False
4409,58c,2019-01-09 02:59:47.295153,EMI,100e,0.0,False,False
4410,58c,2019-01-09 06:06:34.841384,Gare,4c,0.0,False,False
4411,58c,2019-01-09 10:47:32.629483,Maisons 1,92e,0.0,False,False
4412,58c,2019-01-10 18:34:32.873047,Gare,105c,0.0,False,False
4413,58c,2019-01-11 09:58:49.255225,Carrefour,66c,0.0,False,False
4414,59c,2019-01-02 17:00:53.389809,Carrefour,"20d,121d",0.0,False,False
4415,59c,2019-01-05 02:34:09.372794,Gare,21e,0.0,False,False
4416,59c,2019-01-08 15:15:42.124428,Carrefour,18e,0.0,False,False
4417,59c,2019-01-15 06:08:36.465425,ENIM,45e,0.0,False,False
4418,60c,2019-01-02 02:55:51.351875,ENIM,28c,0.0,False,False
4419,60c,2019-01-02 19:38:19.246017,ENIM,109c,0.0,False,False
4420,60c,2019-01-04 02:14:58.866554,EMI,17c,0.0,False,False
4421,60c,2019-01-06 08:20:14.085303,ENIM,32c,0.0,False,False
4422,60c,2019-01-06 21:15:54.002409,Carrefour,106c,0.0,False,False
4423,60c,2019-01-06 23:02:33.862331,ENIM,38c,0.0,False,False
4424,60c,2019-01-09 20:07:36.395189,Gare,55c,0.0,False,False
4425,60c,2019-01-13 04:17:45.729322,ENIM,71c,0.0,False,False
4426,60c,2019-01-13 05:15:38.066931,EMI,19c,0.0,False,False
4427,60c,2019-01-14 04:49:13.433497,ENIM,48c,0.0,False,False
4428,60c,2019-01-14 23:24:56.216719,Maisons 2,104c,0.0,False,False
4429,61c,2019-01-01 15:28:41.224676,ENIM,74c,0.0,False,False
4430,61c,2019-01-02 17:00:52.507291,Gare,"13d,53d,93d,103d,10f,49f,78f",0.0,False,False
4431,61c,2019-01-03 15:09:08.526291,ENIM,4c,0.0,False,False
4432,61c,2019-01-04 19:59:48.697100,Maisons 2,57c,0.0,False,False
4433,61c,2019-01-04 20:59:11.752149,Gare,33e,0.0,False,False
4434,61c,2019-01-06 03:55:37.905908,ENIM,78c,0.0,False,False
4435,61c,2019-01-07 15:22:20.814369,EMI,101c,0.0,False,False
4436,61c,2019-01-07 19:00:31.334790,Maisons 1,150f,0.0,False,False
4437,61c,2019-01-08 22:40:54.550176,ENIM,31e,0.0,False,False
4438,61c,2019-01-09 10:00:52.843150,EMI,110d,0.0,False,False
4439,61c,2019-01-11 16:57:08.933428,EMI,45c,0.0,False,False
4440,62c,2019-01-03 00:54:17.602966,Gare,1c,0.0,False,False
4441,62c,2019-01-05 09:53:36.914484,ENIM,20c,0.0,False,False
4442,62c,2019-01-05 11:57:54.128308,Gare,82c,0.0,False,False
4443,62c,2019-01-06 00:19:46.267892,ENIM,50c,0.0,False,False
4444,62c,2019-01-06 01:55:02.716326,ENIM,"75c,102c",0.0,False,False
4445,62c,2019-01-07 10:13:37.669955,EMI,64c,0.0,False,False
4446,62c,2019-01-09 19:00:52.780996,ENIM,"26d,91d,93d,109d,67c",0.0,False,False
4447,62c,2019-01-10 04:14:57.727831,Gare,21c,0.0,False,False
4448,62c,2019-01-10 10:01:43.954860,Gare,33e,0.0,False,False
4449,62c,2019-01-13 02:43:47.323894,EMI,"79c,86c",0.0,False,False
4450,62c,2019-01-13 10:17:08.555988,Gare,83c,0.0,False,False
4451,62c,2019-01-13 11:52:50.712190,Gare,118c,0.0,False,False
4452,62c,2019-01-14 10:00:14.379384,Gare,"1d,4d,77d,79f",0.0,False,False
4453,63c,2019-01-01 17:06:36.343586,ENIM,20c,0.0,False,False
4454,63c,2019-01-01 18:58:24.427474,Gare,15c,0.0,False,False
4455,63c,2019-01-02 17:31:21.818215,Gare,117c,0.0,False,False
4456,63c,2019-01-04 05:23:03.196987,Arribat Center,10c,0.0,False,False
4457,63c,2019-01-04 12:07:36.421634,EMI,37c,0.0,False,False
4458,63c,2019-01-06 13:06:39.746718,ENIM,75c,0.0,False,False
4459,63c,2019-01-08 14:03:51.258223,EMI,92c,0.0,False,False
4460,63c,2019-01-08 16:07:08.992240,ENIM,5c,0.0,False,False
